DATAFLOW,LAST UPDATE,freq,airpol,nace_r2,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Slovenia,2023,270296.17,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Slovakia,2018,299565.44,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Slovakia,2019,271530.83,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Slovakia,2020,242684.44,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Slovakia,2021,263524.34,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Slovakia,2022,267879.93,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Slovakia,2023,254325.91,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Türkiye,2018,7150641.15,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Türkiye,2019,9295093.52,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Türkiye,2020,7831594.25,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Türkiye,2021,9098229.41,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Türkiye,2022,9375726.90,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Austria,2018,26026075.95,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Austria,2019,27063141.92,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Austria,2020,25867148.27,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Austria,2021,27822905.78,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Austria,2022,26011840.59,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Austria,2023,24665603.19,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Belgium,2018,38652745.83,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Belgium,2019,38240197.11,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Belgium,2020,34426255.96,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Belgium,2021,35444444.03,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Belgium,2022,32762310.13,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Belgium,2023,30543910.81,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Bulgaria,2018,9998129.86,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Bulgaria,2019,9696720.32,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Bulgaria,2020,9174872.01,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Bulgaria,2021,9555295.70,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Bulgaria,2022,9619946.69,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Bulgaria,2023,8644784.85,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Switzerland,2018,7899550.91,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Switzerland,2019,7755753.81,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Switzerland,2020,7392208.43,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Switzerland,2021,7374786.14,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Switzerland,2022,6667661.91,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Cyprus,2018,1500377.83,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Cyprus,2019,1455150.07,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Cyprus,2020,1579853.51,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Cyprus,2021,1534982.52,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Cyprus,2022,1529407.82,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Cyprus,2023,1596009.56,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Czechia,2018,19023132.31,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Czechia,2019,18318439.27,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Czechia,2020,17461489.32,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Czechia,2021,18724501.92,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Czechia,2022,17465936.63,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Czechia,2023,14881119.49,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Germany,2018,201747576.39,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Germany,2019,195951728.84,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Germany,2020,189294749.06,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Germany,2021,197672303.48,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Germany,2022,184710245.46,b,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Germany,2023,171274322.43,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Denmark,2018,5826246.56,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Denmark,2019,5683879.78,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Denmark,2020,5678996.88,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Denmark,2021,5862647.89,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Denmark,2022,5431218.10,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Denmark,2023,4787162.98,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Estonia,2018,1915401.15,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Estonia,2019,2216619.38,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Estonia,2020,1588623.86,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Estonia,2021,1404595.73,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Estonia,2022,1318630.21,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Estonia,2023,1463975.55,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Greece,2018,20472792.33,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Greece,2019,18998548.77,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Greece,2020,17406735.55,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Greece,2021,18553033.11,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Greece,2022,17729092.73,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Greece,2023,17507563.03,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Spain,2018,84457595.95,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Spain,2019,82185387.83,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Spain,2020,74259058.71,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Spain,2021,78735297.16,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Spain,2022,70805805.23,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,Spain,2023,65833116.24,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,European Union - 27 countries (from 2020),2018,834448613.09,i,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,European Union - 27 countries (from 2020),2019,812892468.68,i,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,European Union - 27 countries (from 2020),2020,760661238.82,i,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,European Union - 27 countries (from 2020),2021,801614881.24,i,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,European Union - 27 countries (from 2020),2022,745040863.22,i,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Manufacturing,Tonne,European Union - 27 countries (from 2020),2023,690023923.99,i,
