DATAFLOW,LAST UPDATE,freq,airpol,nace_r2,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Austria,2018,778727.06,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Austria,2019,664796.41,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Austria,2020,629234.33,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Austria,2021,704391.96,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Austria,2022,655635.63,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Austria,2023,576619.83,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Belgium,2018,513896.40,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Belgium,2019,504064.76,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Belgium,2020,478302.88,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Belgium,2021,495185.36,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Belgium,2022,395998.94,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Belgium,2023,377625.09,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Bulgaria,2018,1535735.96,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Bulgaria,2019,1384831.56,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Bulgaria,2020,1298399.18,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Bulgaria,2021,1481063.39,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Bulgaria,2022,1531851.26,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Bulgaria,2023,1148822.86,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Switzerland,2018,87128.85,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Switzerland,2019,83524.44,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Switzerland,2020,79746.83,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Switzerland,2021,79092.12,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Switzerland,2022,70068.74,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Cyprus,2018,29876.03,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Cyprus,2019,38168.27,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Cyprus,2020,42106.21,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Cyprus,2021,35788.93,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Cyprus,2022,58160.98,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Cyprus,2023,55172.60,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Czechia,2018,5700749.37,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Czechia,2019,4766063.79,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Czechia,2020,4012263.25,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Czechia,2021,3455987.37,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Czechia,2022,2964812.78,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Czechia,2023,2241906.06,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Germany,2018,7598173.51,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Germany,2019,5583686.70,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Germany,2020,4937915.81,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Germany,2021,4839122.73,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Germany,2022,4421285.19,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Germany,2023,3832519.67,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Denmark,2018,1756658.80,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Denmark,2019,1605337.13,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Denmark,2020,1126088.67,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Denmark,2021,1132133.67,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Denmark,2022,1192521.09,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Denmark,2023,1098973.87,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Estonia,2018,91466.40,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Estonia,2019,76319.26,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Estonia,2020,50114.21,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Estonia,2021,51916.42,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Estonia,2022,20139.28,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Estonia,2023,15886.87,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Greece,2018,990224.99,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Greece,2019,752480.41,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Greece,2020,417075.22,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Greece,2021,379098.85,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Greece,2022,393830.72,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Greece,2023,335213.20,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Spain,2018,1904653.41,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Spain,2019,1934726.67,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Spain,2020,1526391.70,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Spain,2021,1682881.49,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Spain,2022,1397702.63,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Spain,2023,1612503.97,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,European Union - 27 countries (from 2020),2018,61173367.14,i,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,European Union - 27 countries (from 2020),2019,55377114.01,i,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,European Union - 27 countries (from 2020),2020,51560537.52,i,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,European Union - 27 countries (from 2020),2021,51389161.37,i,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,European Union - 27 countries (from 2020),2022,48292692.73,i,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,European Union - 27 countries (from 2020),2023,45164879.33,i,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Finland,2018,462085.37,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Finland,2019,431017.93,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Finland,2020,440453.16,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Finland,2021,450495.97,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Finland,2022,428086.03,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,Finland,2023,436480.53,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,France,2018,664079.79,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,France,2019,592034.60,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,France,2020,392945.43,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,France,2021,423728.30,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,France,2022,272466.80,,
ESTAT:ENV_AC_AINAH_R2(1.0),28/11/25 23:00:00,Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Mining and quarrying,Tonne,France,2023,328066.45,,
