DATAFLOW,LAST UPDATE,freq,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Romania,2021,19201662,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Romania,2022,19042455,e,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Romania,2023,19054548,e,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Serbia,2018,7001444,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Serbia,2019,6963764,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Serbia,2020,6926705,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Serbia,2021,6871547,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Serbia,2022,6797105,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Serbia,2023,6641197,b,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Sweden,2018,10120242,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Sweden,2019,10230185,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Sweden,2020,10327589,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Sweden,2021,10379295,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Sweden,2022,10452326,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Sweden,2023,10521556,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Slovenia,2018,2066880,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Slovenia,2019,2080908,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Slovenia,2020,2095861,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Slovenia,2021,2108977,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Slovenia,2022,2107180,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Slovenia,2023,2116972,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Slovakia,2018,5443120,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Slovakia,2019,5450421,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Slovakia,2020,5457873,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Slovakia,2021,5459781,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Slovakia,2022,5434712,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Slovakia,2023,5428792,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,San Marino,2018,34453,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Türkiye,2018,80810525,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Türkiye,2019,82003882,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Türkiye,2020,83154997,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Türkiye,2021,83614362,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Türkiye,2022,84680273,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Türkiye,2023,85279553,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Ukraine,2018,42216766,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Ukraine,2019,41983564,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Ukraine,2020,41732779,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Ukraine,2021,41418717,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Ukraine,2022,40997698,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,United Kingdom,2018,66273576,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,United Kingdom,2019,66647112,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,United Kingdom,2020,67025542,p,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Kosovo*,2018,1798506,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Kosovo*,2019,1795666,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Kosovo*,2020,1782115,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Kosovo*,2021,1798186,,
ESTAT:DEMO_PJAN(1.0),22/01/26 11:00:00,Annual,Number,Total,Total,Kosovo*,2022,1773971,,
